instance_seed,method,depth,qaoa_seed,jobs,nodes,penalty,f_opt,best_expectation,final_expectation,num_evaluations,restarts,maxiter,runtime_qaoa_s,optimizer,selected_objective,selection_rule,approx_ratio_selected,approx_ratio_mean_feasible,p_feasible,p_infeasible,p_optimal,best_feasible_objective,mean_feasible_objective,mean_objective_all,std_objective_all,most_likely_objective,most_likely_feasible,selected_overload,expectation_value,total_runtime_s,greedy_objective,greedy_overload,random_best_objective,random_mean_objective,random_p_optimal,sa_objective,sa_runtime_s
1,xy,2,0,6,3,,1.6472820974226292,3349.353113871356,3349.353113871356,34,1,150,11.424757500004489,COBYLA,1.6472820974226292,best-feasible-in-distribution,1.0,0.0004918209700256461,1.0,0.0,0.0023510516605621122,1.6472820974226292,3349.353113871357,3349.353113871356,2807.6701596583143,864.580361764656,True,0.0,3349.353113871357,14.225505900001735,,,,,,,
1,soft,2,0,6,3,0.2830519652673393,1.6472820974226292,6123.774173808228,6123.774173808228,35,1,150,14.739189400002942,COBYLA,1.6472820974226292,best-feasible-in-distribution,1.0,0.0005141546992859982,0.0037685284072514233,0.9962314715927486,1.165339782225967e-05,1.6472820974226292,3203.864711749585,6122.123861151297,4335.018293431617,3398.7269355662665,False,0.0,6123.774173808184,18.3163002999936,,,,,,,
1,xy,3,0,6,3,,1.6472820974226292,3470.689579164961,3470.689579164961,59,1,150,27.806696399995417,COBYLA,1.6472820974226292,best-feasible-in-distribution,1.0,0.0004746267448726869,0.999999999999994,5.995204332975845e-15,0.0001317635035843379,1.6472820974226292,3470.6895791649786,3470.689579164979,2989.6412347145965,217.58431430710044,True,0.0,3470.6895791649576,42.88563310000609,,,,,,,
1,soft,3,0,6,3,0.2830519652673393,1.6472820974226292,6183.719221457511,6183.719221457511,58,1,150,44.35149369999999,COBYLA,1.6472820974226292,best-feasible-in-distribution,1.0,0.000430869993733458,0.002938779124730236,0.9970612208752697,8.519911748493206e-06,1.6472820974226292,3823.1534369544893,6182.016165203582,4396.950258211067,6492.70507662178,False,0.0,6183.719221457472,68.6015239000044,,,,,,,
1,xy,1,1,6,3,,1.6472820974226292,3528.8614606294423,3528.8614606294423,30,1,150,6.322700500000792,COBYLA,1.6472820974226292,best-feasible-in-distribution,1.0,0.0004668027112429629,0.9999999999999983,1.6653345369377348e-15,0.0033499438856425456,1.6472820974226292,3528.8614606294495,3528.86146062945,2834.539686814347,4751.525606745747,True,0.0,3528.8614606294436,19.066189299999678,,,,,,,
1,soft,1,1,6,3,0.2830519652673393,1.6472820974226292,6126.679070838505,6126.679070838505,26,1,150,5.6140876999998,COBYLA,1.6472820974226292,best-feasible-in-distribution,1.0,0.0004697746601300561,0.0028617522288194863,0.9971382477711805,1.1597956669531155e-05,1.6472820974226292,3506.536723301727,6124.986458633339,4342.039100173339,6815.2760994881555,False,0.0,6126.679070838477,17.15879270000005,,,,,,,
1,xy,2,1,6,3,,1.6472820974226292,3246.7803929718893,3246.7803929718893,36,1,150,12.383339699998032,COBYLA,1.6472820974226292,best-feasible-in-distribution,1.0,0.0005073586439626167,1.0,0.0,9.594450053480924e-05,1.6472820974226292,3246.7803929718884,3246.7803929718903,2542.7475127236976,3211.872456240458,True,0.0,3246.78039297189,21.703317499996047,,,,,,,
1,soft,2,1,6,3,0.2830519652673393,1.6472820974226292,5906.232130739685,5906.232130739685,45,1,150,16.226899300003424,COBYLA,1.6472820974226292,best-feasible-in-distribution,1.0,0.0004992292508380703,0.0028781681597945382,0.9971218318402054,5.691232268568459e-06,1.6472820974226292,3299.650600715583,5904.593775681774,4238.095992521252,647.5926696557783,False,0.0,5906.232130739659,23.805968100001337,,,,,,,
1,xy,3,1,6,3,,1.6472820974226292,3401.229250639498,3401.229250639498,56,1,150,31.19480179999664,COBYLA,1.6472820974226292,best-feasible-in-distribution,1.0,0.00048431963153113087,1.0,0.0,0.0012098583819504377,1.6472820974226292,3401.2292506395047,3401.2292506395047,2875.3521765293635,440.53401461893236,True,0.0,3401.229250639508,41.390897099998256,,,,,,,
1,soft,3,1,6,3,0.2830519652673393,1.6472820974226292,5622.2164939971335,5622.2164939971335,54,1,150,27.120280800001638,COBYLA,1.6472820974226292,best-feasible-in-distribution,1.0,0.0004950025526529189,0.003461104999318788,0.9965388950006812,8.800236316195642e-07,1.6472820974226292,3327.8254598772837,5620.61600219817,4050.4999047248516,3674.187320210902,False,0.0,5622.216493997106,48.93587000000116,,,,,,,
